PASS,25_EKM_TRAIL_NOT_ALL_REGIONS,FALSE,If there are CloudTrail::Trails - they all certainly log events from all regions
FAIL,26_AM_VOLUME_NOT_ENCRYPTED,TRUE,All EC2::Volumes certainly are not-encrypted
PASS,27_EKM_INSTANCE_PUBLIC,FALSE,If there are EC2::Instances - they certainly do not allow public IPs
FAIL,28_EM_INSTANCE_USERDATA,FALSE,If there are EC2::Instances - they certainly have user data on template
PASS,29_EKM_SECURITY_GROUP_OPEN_PORTS_SELF,FALSE,If there are EC2::SecurityGroups - they certainly do not open all ports to self
FAIL,30_AM_SECURITYGROUP_UNUSED,TRUE,If there are EC2::SecurityGroups - they are all unused
FAIL,31_EM_LOADBALANCER_ACCESSLOGGINGPOLICY,FALSE,If there are ElasticLoadBalancing::LoadBalancer - they all have access logging policy disabled
FAIL,32_EM_LOADBALANCER_S3ACCESSLOGS,FALSE,There is no ElasticLoadBalancingv2::LoadBalancer with S3 Access Logs enabled
PASS,33_AKM_LOADBALANCER_DELETION_PROTECTED,TRUE,All ElasticLoadBalancingv2::LoadBalancers - if any - certainly have deletion protection enabled
PASS,34_AKM_LISTENER_NO_OLD_POLICIES,TRUE,All LoadBalancingV2::Listeners - if any - certainly do not use old SSL policies
FAIL,35_EM_GROUP_INLINE_POLICIES,FALSE,There is no IAM::Group with inline policies
PASS,36_AKM_GROUP_NO_USERS,TRUE,All IAM::Groups - if any - are linked to some user
PASS,37_AKM_USERS_PWDRESET,TRUE,All known IAM::Users have password reset required
PASS,38_EM_ROLE_INLINE_POLICIES,TRUE,There is at least one IAM::Role with inline policies,(lamction_lambdafunction_lambdaroleforsns)
FAIL,39_AM_USER_WITH_LOGINPROFILE,TRUE,All IAM::Users - if any - might have password in template
FAIL,40_EM_ACCESSKEY_ROTATING,FALSE,There is no IAM::User that is linked to a key that is rotating
PASS,41_AKM_USER_ONE_ACCESSKEY,TRUE,All IAM::Users have max one access key
FAIL,42_EM_USER_INLINE_POLICIES,FALSE,There is no IAM::User with inline policies
PASS,43_AKM_RDS_BACKUP,TRUE,All known RDS::DBInstances have backup retention different from 0
FAIL,44_AM_RDS_MINORUPGRADE_DISABLED,TRUE,All RDS::DBInstance must have auto minor upgrade disabled
PASS,45_AKM_RDS_SHORT_BACKUP,TRUE,All RDS::DBInstances - if any - certainly do not have short backup retention
FAIL,46_EM_DECLARED_RDS_ONEAZ,FALSE,All RDS::DBInstances are not replicated in different Availability Zones
PASS,47_AKM_RDS_ENCRYPTED,TRUE,All known RDS::DBInstances are encrypted
PASS,48_EKM_RDS_SECURITYGROUP_OPEN,FALSE,If there are RDS::DBinstances - they are certainly not linked to an open security group
FAIL,49_AKM_BUCKETS_VERSIONING,FALSE,There are S3::Buckets - declared in this template - that have versioning disabled,(lamction_lambdafunction_s3bukcet)
PASS,50_EKM_VPC_OPEN_NETWORK_ACL,FALSE,If there are EC2::VPCs - they certainly do not have an open-to-all Network Acl
FAIL,51_AM_NETWORKACL_NOT_USED,TRUE,If there are EC2::NetworkAcls - they are all unused
FAIL,52_AM_SUBNET_BAD_ACL,TRUE,If there are EC2::Subnets - they all have bad ACLs
FAIL,53_AM_SUBNET_NO_FLOWLOG,TRUE,If there are EC::Subnets -- they all have no FlowLog
